rank,score,hidden,competition,mli,county,state,metro,legal,legal_note,homes_sold,population,pop_growth_4yr,permits_2025,permits_per_1k,median_price,months_supply,median_dom,sale_to_list,price_yoy,sales_yoy,period
109,94.6,66.7,27.9,70.2,"Lamar County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,30,20690,0.11512342352053466,136,6.57,314950.0,2.5,39.0,0.9812470064,0.09458355779,0.3636363636,2026-05-31
110,94.5,4.7,89.8,20.4,"Chatham County, GA",GA,"Savannah, GA",Mktg limits,No public property ads without ownership/license,422,307336,0.04154861798316366,4426,14.4,355995.0,5.0,78.0,0.9812622468,-0.02772125797,-0.1226611227,2026-05-31
111,94.5,48.0,46.5,60.0,"Elbert County, CO",CO,"Denver, CO",Clear,"Generally permitted; use 'and/or assigns', market privately",56,29382,0.12115083756248331,333,11.33,677000.0,3.7,34.0,0.978131266,0.002962962963,-0.01754385965,2026-05-31
112,94.4,14.7,79.7,28.5,"Limestone County, AL",AL,"Huntsville, AL",Clear,"Generally permitted; use 'and/or assigns', market privately",251,118942,0.14137934343482808,449,3.77,320020.0,4.2,78.0,0.9890627687,0.01593650794,0.05907172996,2026-05-31
113,94.4,30.0,64.4,49.5,"Lee County, NC",NC,"Sanford, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,85,68537,0.08099113592631148,674,9.83,323710.0,3.5,53.0,0.9821312154,-0.01920921073,-0.15,2026-05-31
114,94.3,11.0,83.3,55.3,"Paulding County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,238,188549,0.11188493654762466,1326,7.03,351500.0,3.7,45.0,0.9862620501,-0.04929339374,-0.09505703422,2026-05-31
115,94.3,-4.5,98.8,76.7,"Wake County, NC",NC,"Raleigh, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,1643,1232444,0.08998898021922819,13806,11.2,482500.0,2.8,30.0,0.990629191,-0.01329243354,-0.006049606776,2026-05-31
116,94.2,47.3,46.9,46.3,"Sheridan County, WY",WY,"Sheridan, WY",Clear,"Generally permitted; use 'and/or assigns', market privately",51,32978,0.06363489759716175,423,12.83,425000.0,3.8,62.0,1.0,-0.07407407407,0.4571428571,2026-05-31
117,94.2,1.2,93.0,48.6,"Madison County, AL",AL,"Huntsville, AL",Clear,"Generally permitted; use 'and/or assigns', market privately",668,423355,0.08406076916576831,4070,9.61,345044.0,3.7,54.0,0.9878398126,0.04242900302,-0.06442577031,2026-05-31
118,94.1,82.2,11.9,58.6,"Juab County, UT",UT,"Provo, UT",Mktg limits,No public property ads without ownership/license,20,13297,0.12438694402164721,102,7.67,487650.0,2.3,58.0,0.9820980194,0.1875076099,0.6666666667,2026-05-31
119,94.1,13.3,80.8,61.0,"Alamance County, NC",NC,"Burlington, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,183,183040,0.06654236103018296,2027,11.07,330000.0,3.1,44.0,0.9835591309,-0.04899135447,-0.3393501805,2026-05-31
120,94.0,8.9,85.1,35.3,"Iredell County, NC",NC,"Charlotte, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,301,206361,0.09944271588099907,1835,8.89,405000.0,4.2,60.0,0.9769928426,0.01376720901,-0.14,2026-05-31
121,94.0,6.2,87.8,49.2,"Union County, NC",NC,"Charlotte, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,342,263386,0.09887019792396783,2707,10.28,497000.0,3.7,55.0,0.9910258725,-0.004008016032,0.01483679525,2026-05-31
122,93.9,1.0,92.9,96.7,"Hamilton County, IN",IN,"Indianapolis, IN",Disclosure,Assignment disclosure required; else 'deceptive act',700,379704,0.08788044614948243,4146,10.92,474900.0,1.2,14.0,0.9945663184,0.03239130435,0.1235955056,2026-05-31
123,93.9,76.3,17.6,76.5,"Union County, SD",SD,"Sioux City, IA",Clear,"Generally permitted; use 'and/or assigns', market privately",20,17402,0.03233078246425817,277,15.92,407750.0,2.7,24.0,0.9760209039,-0.1415789474,0.1111111111,2026-05-31
124,93.8,79.2,14.6,22.3,"Gilchrist County, FL",FL,"Gainesville, FL",Clear,"Generally permitted; use 'and/or assigns', market privately",15,20233,0.13128319821079115,94,4.65,345000.0,4.6,66.0,0.9545968449,-0.2886597938,0.875,2026-05-31
125,93.8,5.2,88.6,75.7,"Washington County, AR",AR,"Fayetteville, AR",Clear,"Generally permitted; use 'and/or assigns', market privately",393,266184,0.07863310897604739,2632,9.89,350000.0,2.8,30.0,0.9876121449,-0.01200972747,-0.04842615012,2026-05-31
126,93.7,81.6,12.1,18.9,"Valley County, ID",ID,Idaho nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",21,12777,0.07895625738895456,268,20.98,730000.0,7.6,39.0,0.967099653,0.01388888889,-0.275862069,2026-05-31
127,93.7,20.6,73.1,40.2,"Walton County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,126,109792,0.13029154999176412,569,5.18,375500.0,4.6,48.0,0.979047038,-0.1185342551,-0.1486486486,2026-05-31
128,93.6,64.3,29.3,63.6,"Gem County, ID",ID,"Boise City, ID",Clear,"Generally permitted; use 'and/or assigns', market privately",31,21857,0.13377943770100634,144,6.59,500000.0,2.9,44.0,0.9847278454,0.17674747,-0.06060606061,2026-05-31
129,93.6,25.7,67.9,25.1,"Robertson County, TN",TN,"Nashville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",107,78459,0.07534058825141855,823,10.49,375000.0,4.5,79.0,0.988166507,-0.01703800786,-0.08547008547,2026-05-31
130,93.5,78.4,15.1,3.3,"Teton County, ID",ID,"Jackson, WY",Clear,"Generally permitted; use 'and/or assigns', market privately",24,12932,0.10209647179137549,384,29.69,947000.0,7.9,115.0,,0.3547925608,0.4117647059,2026-05-31
131,93.5,17.1,76.4,52.0,"Carroll County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,150,129911,0.08723961602517429,1065,8.2,301000.0,3.4,53.0,0.9858327606,0.075,0.01351351351,2026-05-31
132,93.4,50.0,43.4,17.4,"Lawrence County, SD",SD,"Spearfish, SD",Clear,"Generally permitted; use 'and/or assigns', market privately",48,28809,0.1145111996595613,232,8.05,480000.0,5.4,73.0,0.9657762841,0.03783783784,0.02127659574,2026-05-31
133,93.4,10.9,82.5,45.2,"Aiken County, SC",SC,"Augusta, GA",Mktg limits,HB 4754: no advertising property you don't own,225,179245,0.05953042429687777,1959,10.93,308450.0,3.0,64.0,0.9798217118,0.02625099814,-0.1573033708,2026-05-31
134,93.3,56.9,36.4,8.3,"Greene County, GA",GA,Georgia nonmetropolitan area,Mktg limits,No public property ads without ownership/license,46,21091,0.10818621269440941,311,14.75,1003325.0,6.0,89.0,0.94867449,-0.04445238095,0.15,2026-05-31
135,93.3,2.3,91.0,29.3,"Brazoria County, TX",TX,"Houston, TX",Disclosure,Must disclose equitable interest when marketing,418,413224,0.10632943249024789,2800,6.78,345000.0,4.5,59.0,0.9639143225,-0.01428571429,-0.09327548807,2026-05-31
136,93.2,74.5,18.7,13.9,"Marion County, AR",AR,Arkansas nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",21,17593,0.04304262761605502,190,10.8,200000.0,6.0,70.0,0.9508292225,-0.1666666667,0.3125,2026-05-31
137,93.2,1.8,91.4,58.4,"Weld County, CO",CO,"Greeley, CO",Clear,"Generally permitted; use 'and/or assigns', market privately",509,369745,0.11548057574358835,2993,8.09,495000.0,3.3,50.0,0.9926869653,-0.01785714286,-0.226443769,2026-05-31
138,93.1,28.8,64.3,17.6,"Laurens County, SC",SC,"Greenville, SC",Mktg limits,HB 4754: no advertising property you don't own,82,70545,0.04313302182527947,869,12.32,313400.0,4.7,87.0,0.9752456261,0.04658540658,-0.02380952381,2026-05-31
139,93.1,27.8,65.3,18.0,"Taney County, MO",MO,"Branson, MO",Clear,"Generally permitted; use 'and/or assigns', market privately",114,56744,0.012128995433789954,863,15.21,299900.0,5.9,53.0,0.9434507678,0.200080032,-0.09523809524,2026-05-31
140,93.0,8.6,84.4,91.7,"Hendricks County, IN",IN,"Indianapolis, IN",Disclosure,Assignment disclosure required; else 'deceptive act',302,190629,0.08549383594795433,1654,8.68,350000.0,1.3,24.0,0.9896017147,0.0,0.1396226415,2026-05-31
141,93.0,66.1,26.9,6.0,"Austin County, TX",TX,"Houston, TX",Disclosure,Must disclose equitable interest when marketing,18,32546,0.08000663680106189,304,9.34,360000.0,9.2,68.0,0.9675392947,0.0,-0.3333333333,2026-05-31
142,92.9,1.8,91.1,41.6,"Rutherford County, TN",TN,"Nashville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",483,376996,0.09814682116620352,3169,8.41,427500.0,3.7,63.0,0.9878959565,-0.01724137931,-0.04733727811,2026-05-31
143,92.9,45.0,47.9,75.6,"Warren County, MO",MO,"St. Louis, MO",Clear,"Generally permitted; use 'and/or assigns', market privately",46,38478,0.0766088416340235,360,9.36,340000.0,3.6,20.0,0.9897501721,0.1525423729,-0.09803921569,2026-05-31
144,92.8,24.0,68.8,72.7,"Lincoln County, SD",SD,"Sioux Falls, SD",Clear,"Generally permitted; use 'and/or assigns', market privately",121,75244,0.1461735315622715,232,3.08,389290.0,2.3,43.0,0.9912873412,0.1122571429,-0.06923076923,2026-05-31
145,92.8,45.4,47.4,9.1,"Levy County, FL",FL,"Gainesville, FL",Clear,"Generally permitted; use 'and/or assigns', market privately",36,47765,0.10913735051666086,244,5.11,282450.0,6.8,76.0,0.9501111408,-0.03435897436,-0.2173913043,2026-05-31
146,92.7,73.6,19.1,44.7,"Banks County, GA",GA,Georgia nonmetropolitan area,Mktg limits,No public property ads without ownership/license,19,20318,0.12012790120734329,109,5.36,384900.0,4.5,41.0,0.9738000066,0.0264,0.1176470588,2026-05-31
147,92.7,8.0,84.7,40.7,"Hall County, GA",GA,"Gainesville, GA",Mktg limits,No public property ads without ownership/license,265,221745,0.09014350397475038,1996,9.0,420000.0,4.3,49.0,0.9742158777,-0.01176470588,-0.0293040293,2026-05-31
148,92.6,32.9,59.7,56.0,"Box Elder County, UT",UT,"Ogden, UT",Mktg limits,No public property ads without ownership/license,62,64120,0.10650928418582177,456,7.11,420000.0,4.1,42.0,0.9929565796,-0.09675476892,-0.2345679012,2026-05-31
149,92.6,69.2,14.6,10.0,"Burleson County, TX",TX,"College Station, TX",Disclosure,Must disclose equitable interest when marketing,15,20179,0.1412170568940165,31,1.54,269900.0,5.5,80.0,0.930258843,-0.06284722222,-0.2105263158,2026-05-31
150,92.5,89.0,3.5,9.9,"McCormick County, SC",SC,South Carolina nonmetropolitan area,Mktg limits,HB 4754: no advertising property you don't own,13,9983,0.04841419869775257,119,11.92,359000.0,2.9,124.0,0.9446260612,0.005602240896,0.3,2026-05-31
151,92.5,54.9,31.8,9.1,"Grimes County, TX",TX,Texas nonmetropolitan area,Disclosure,Must disclose equitable interest when marketing,23,33448,0.1362184931041511,68,2.03,275000.0,4.8,119.0,0.977397358,-0.2857142857,-0.1481481481,2026-05-31
152,92.4,40.9,51.5,19.6,"Navarro County, TX",TX,"Corsicana, TX",Disclosure,Must disclose equitable interest when marketing,39,56533,0.06946520118802141,477,8.44,270000.0,5.6,63.0,0.9643696921,-0.1147540984,-0.1136363636,2026-05-31
153,92.4,-2.8,95.2,43.3,"Greenville County, SC",SC,"Greenville, SC",Mktg limits,HB 4754: no advertising property you don't own,831,570745,0.08246122450527817,4947,8.67,368000.0,3.7,60.0,0.9854865885,-0.002304459808,0.06402048656,2026-05-31
154,92.3,28.9,63.4,76.2,"Hoke County, NC",NC,"Fayetteville, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,95,55382,0.05996287010277709,558,10.08,318000.0,2.9,31.0,0.9944210622,0.04987743176,-0.1949152542,2026-05-31
155,92.3,18.4,73.9,8.0,"Highlands County, FL",FL,"Sebring, FL",Clear,"Generally permitted; use 'and/or assigns', market privately",138,109778,0.08326425893033353,768,7.0,273660.0,6.2,93.0,0.9604388213,0.03306908267,-0.1929824561,2026-05-31
156,92.2,65.2,27.0,88.2,"Greene County, VA",VA,"Charlottesville, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",27,21744,0.05512422360248447,266,12.23,443675.0,3.3,7.0,0.9982542721,0.04644032218,-0.06896551724,2026-05-31
157,92.2,7.3,84.9,44.9,"Dorchester County, SC",SC,"Charleston, SC",Mktg limits,HB 4754: no advertising property you don't own,352,174663,0.0777741439845982,1596,9.14,384450.0,3.6,62.0,0.9911282195,0.02795491918,0.1733333333,2026-05-31
158,92.1,85.8,6.3,10.9,"McIntosh County, GA",GA,"Brunswick, GA",Mktg limits,No public property ads without ownership/license,15,11800,0.07428987618353969,106,8.98,355000.0,6.5,82.0,0.9697364226,0.09230769231,-0.25,2026-05-31
159,92.1,85.2,6.9,20.8,"Iron County, MI",MI,Michigan nonmetropolitan area,Mktg limits,"Market the contract interest, not the property",16,11709,0.0077459333849728895,161,13.75,232450.0,6.3,56.0,0.9759479128,0.2240652975,0.4545454545,2026-05-31
160,92.0,53.5,38.5,28.8,"Hart County, GA",GA,Georgia nonmetropolitan area,Mktg limits,No public property ads without ownership/license,38,28052,0.08380017772282966,197,7.02,289500.0,4.1,65.0,0.9623668028,0.03392857143,0.3103448276,2026-05-31
161,92.0,29.2,62.8,26.3,"Walker County, TX",TX,"Huntsville, TX",Disclosure,Must disclose equitable interest when marketing,59,83722,0.09350469547953973,533,6.37,310000.0,4.0,65.0,0.9514961012,0.1483608076,0.09259259259,2026-05-31
162,91.9,16.2,75.7,46.8,"Bartow County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,152,117508,0.07488954546701915,1030,8.77,349450.0,3.7,54.0,0.9828872415,0.04313432836,-0.01935483871,2026-05-31
163,91.9,13.5,78.4,34.8,"Moore County, NC",NC,"Pinehurst, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,227,108417,0.08100266219975472,1077,9.93,470645.0,4.0,67.0,0.9833119497,0.07208428246,-0.1201550388,2026-05-31
164,91.8,53.9,37.9,53.6,"Platte County, NE",NE,"Columbus, NE",License req'd,LB 860 (2024): publicly marketing needs a license,29,35499,0.035227902365052056,409,11.52,278400.0,3.8,52.0,0.9982665246,-0.02315789474,-0.3958333333,2026-05-31
165,91.8,60.7,31.1,18.7,"Vilas County, WI",WI,Wisconsin nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",31,23948,0.03684461185435338,314,13.11,395000.0,7.3,47.0,0.9732644744,-0.07168037603,-0.2954545455,2026-05-31
166,91.7,41.3,50.4,43.4,"Pickens County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,55,36580,0.0969502503973371,277,7.57,423000.0,5.2,35.0,0.9778840999,0.1432432432,-0.1791044776,2026-05-31
167,91.7,31.4,60.3,42.6,"Dickson County, TN",TN,"Nashville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",72,57641,0.05854590197050667,590,10.24,352750.0,4.6,46.0,0.9813510106,-0.09085051546,-0.1219512195,2026-05-31
168,91.6,19.7,71.9,45.3,"Madison County, KY",KY,"Richmond, KY",License req'd,HB 62: marketing an equitable interest = brokerage,121,99582,0.07088934294010109,813,8.16,295000.0,3.4,60.0,0.9831709521,-0.0406504065,0.02542372881,2026-05-31
169,91.6,5.7,85.9,69.0,"Delaware County, OH",OH,"Columbus, OH",Disclosure,SB 155: bold written disclosure or seller can cancel,306,237966,0.10598525761983993,2016,8.47,550000.0,2.8,45.0,0.9981197029,0.02926865783,0.06620209059,2026-05-31
170,91.5,4.7,86.8,43.9,"Brazos County, TX",TX,"College Station, TX",Disclosure,Must disclose equitable interest when marketing,318,249624,0.0644265825213739,2330,9.33,334950.0,3.9,54.0,0.9804972646,0.01315789474,0.02580645161,2026-05-31
171,91.5,27.6,63.9,82.7,"Warren County, IA",IA,"Des Moines, IA",Mktg limits,No public property ads without ownership/license,99,56343,0.07134300545720751,465,8.25,309500.0,2.2,32.0,0.9962284912,-0.001612903226,0.253164557,2026-05-31
172,91.4,3.7,87.7,47.7,"Alachua County, FL",FL,"Gainesville, FL",Clear,"Generally permitted; use 'and/or assigns', market privately",305,291782,0.04295390774399943,3336,11.43,335990.0,3.8,47.0,0.9741789468,0.02514111365,-0.1801075269,2026-05-31
173,91.4,4.9,86.5,39.7,"Gaston County, NC",NC,"Charlotte, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,319,242010,0.058545653362493164,2343,9.68,324999.0,4.0,61.0,0.9858768756,0.003393022538,0.03908794788,2026-05-31
174,91.3,67.2,24.1,54.4,"Aitkin County, MN",MN,Minnesota nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",32,16335,0.03951890034364261,214,13.1,437550.0,3.5,47.0,0.9819214288,0.356744186,0.1034482759,2026-05-31
175,91.3,0.6,84.1,36.8,"Parker County, TX",TX,"Fort Worth, TX",Disclosure,Must disclose equitable interest when marketing,305,179707,0.20157127574217706,342,1.9,475000.0,4.4,58.0,0.9829125558,-0.0306122449,0.04452054795,2026-05-31
176,91.2,35.2,56.0,51.6,"Habersham County, GA",GA,"Cornelia, GA",Mktg limits,No public property ads without ownership/license,59,49665,0.07639791937581275,390,7.85,340000.0,3.5,51.0,0.9834389109,0.07086614173,0.2291666667,2026-05-31
177,91.2,9.9,81.3,82.4,"Wright County, MN",MN,"Minneapolis, MN",Clear,"Generally permitted; use 'and/or assigns', market privately",228,154593,0.08964229074889868,1156,7.48,398150.0,2.5,29.0,0.9977704925,-0.04748803828,-0.1492537313,2026-05-31
178,91.1,87.2,3.9,77.6,"Benewah County, ID",ID,Idaho nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",13,10529,0.09917527925670738,57,5.41,330000.0,4.4,9.0,0.9956657016,-0.1315789474,0.4444444444,2026-05-31
179,91.1,10.7,80.4,39.9,"Catawba County, NC",NC,"Hickory, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,194,167054,0.03831834370280131,1944,11.64,345522.0,4.2,51.0,0.9734991365,0.06314788661,-0.1528384279,2026-05-31
180,91.0,6.5,84.5,81.6,"Minnehaha County, SD",SD,"Sioux Falls, SD",Clear,"Generally permitted; use 'and/or assigns', market privately",278,208639,0.055235234020170144,2044,9.8,339900.0,2.1,30.0,0.9861971068,0.03944954128,-0.01067615658,2026-05-31
181,91.0,5.2,85.8,56.1,"Cabarrus County, NC",NC,"Charlotte, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,296,244925,0.07784892292120492,1991,8.13,373200.0,3.2,51.0,0.9860456471,-0.03064935065,0.0,2026-05-31
182,90.9,22.8,67.5,34.7,"Effingham County, GA",GA,"Savannah, GA",Mktg limits,No public property ads without ownership/license,111,73148,0.12203951405080378,212,2.9,321000.0,3.7,72.0,0.9847522154,-0.07212427175,0.06730769231,2026-05-31
183,90.9,27.3,63.6,42.9,"Camden County, GA",GA,"St. Marys, GA",Mktg limits,No public property ads without ownership/license,92,59099,0.07591618270858745,446,7.55,330000.0,4.0,53.0,0.9793193099,0.03125,-0.03157894737,2026-05-31
184,90.9,84.5,6.4,28.3,"Meigs County, TN",TN,Tennessee nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",13,13937,0.08806308064642049,91,6.53,339000.0,4.3,71.0,0.9777392182,-0.1525,0.8571428571,2026-05-31
185,90.8,14.6,76.2,70.2,"Bonneville County, ID",ID,"Idaho Falls, ID",Clear,"Generally permitted; use 'and/or assigns', market privately",140,133644,0.07141482811698306,1219,9.12,407000.0,3.0,30.0,,0.00630485845,-0.04109589041,2026-05-31
186,90.8,17.4,73.4,52.0,"Newton County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,116,124010,0.09843485655066123,605,4.88,300000.0,3.9,47.0,0.9877351394,0.02420189068,-0.1470588235,2026-05-31
187,90.7,77.1,13.6,26.9,"Clay County, NC",NC,North Carolina nonmetropolitan area,License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,24,12042,0.08048452220726783,108,8.97,460000.0,5.8,43.0,0.9596064615,-0.2055267703,0.5,2026-05-31
188,90.7,56.5,34.2,30.0,"Westmoreland County, VA",VA,Virginia nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",45,19235,0.039448797622264255,214,11.13,335000.0,5.0,56.0,0.9742863859,0.03077240238,0.1538461538,2026-05-31
189,90.6,18.9,71.7,82.8,"Rogers County, OK",OK,"Tulsa, OK",License req'd,SB 1075 (Nov 2025) closed the double-close loophole,116,101371,0.0625334101986269,833,8.22,292250.0,2.6,18.0,0.9800796586,0.03451327434,0.1836734694,2026-05-31
